1 .0488
2 .0567
3 .0826
4 1.3761
5 2.0517
6 2.4203
7 2.7515
8 2.8512
9 2.3758
10 2.3092
11 2.5447
12 2.4887
13 2.4282
14 2.4597
15 2.4160
16 2.0288
